churn,number_vmail_messages,total_day_calls,total_eve_minutes,total_eve_charge,total_intl_minutes,number_customer_service_calls
yes,0,83,218.4,18.56,11.0,1
no,0,107,205.8,17.49,8.3,0
no,0,114,172.3,14.65,7.1,1
no,39,97,119.3,10.14,10.3,3
no,31,92,257.9,21.92,9.0,1
no,0,107,188.4,16.01,9.9,7
yes,0,101,202.0,17.17,8.8,1
no,0,105,197.7,16.8,10.1,1
no,0,107,176.3,14.99,10.5,0
no,0,89,161.4,13.72,5.4,1
no,0,81,182.7,15.53,10.8,1
yes,0,94,190.3,16.18,11.4,1
no,18,104,196.1,16.67,7.2,1
no,0,114,315.8,26.84,10.8,0
no,0,101,200.3,17.03,13.4,4
no,0,62,278.1,23.64,9.1,1
no,0,83,221.6,18.84,9.4,0
no,28,98,209.9,17.84,11.4,0
no,0,106,147.4,12.53,9.5,1
no,0,141,198.2,16.85,2.2,1
no,0,74,195.8,16.64,8.8,1
no,0,76,223.0,18.96,11.2,1
no,0,89,152.4,12.95,10.5,0
no,0,92,185.0,15.73,14.7,3
no,0,109,163.0,13.86,9.7,2
no,0,121,168.3,14.31,7.8,1
no,0,82,259.4,22.05,8.3,5
no,0,79,119.4,10.15,9.4,1
yes,0,84,106.4,9.04,10.5,2
no,0,96,149.7,12.72,11.8,0
no,0,80,222.9,18.95,11.6,5
no,0,120,218.1,18.54,12.7,3
no,0,120,139.6,11.87,11.6,0
no,0,96,221.0,18.79,8.6,2
no,0,104,325.8,27.69,14.6,1
no,23,65,177.7,15.1,11.3,1
yes,0,75,119.7,10.17,14.8,2
yes,0,91,151.0,12.84,11.3,1
no,21,89,193.2,16.42,7.7,3
no,0,109,237.3,20.17,12.3,0
no,0,125,141.5,12.03,15.9,3
no,0,100,174.2,14.81,14.1,1
no,0,87,229.9,19.54,8.7,2
no,0,68,217.5,18.49,13.6,3
no,0,85,123.3,10.48,4.6,3
yes,0,92,191.0,16.24,8.3,5
yes,0,96,276.9,23.54,10.6,0
no,0,107,191.8,16.3,15.0,1
no,0,116,159.0,13.52,11.1,1
yes,0,113,260.8,22.17,12.6,0
no,0,70,280.1,23.81,10.4,1
yes,0,99,215.9,18.35,8.2,3
no,0,85,165.7,14.08,8.7,0
no,31,99,164.2,13.96,12.5,2
yes,0,120,243.8,20.72,9.2,1
yes,0,93,224.4,19.07,12.7,1
no,0,105,218.7,18.59,14.2,3
no,0,113,106.5,9.05,12.0,0
no,0,100,174.7,14.85,13.3,1
no,0,96,271.7,23.09,10.7,2
no,0,130,213.2,18.12,10.1,0
no,10,100,177.7,15.1,12.8,0
no,0,81,170.9,14.53,10.3,1
no,12,83,237.7,20.2,16.6,1
yes,0,100,210.2,17.87,7.8,4
no,0,122,204.7,17.4,8.7,2
yes,0,102,173.8,14.77,5.7,0
yes,0,92,349.4,29.7,7.3,2
no,0,109,223.8,19.02,4.6,1
no,0,121,219.9,18.69,9.8,2
no,0,131,116.6,9.91,10.1,1
no,0,104,217.4,18.48,9.7,2
no,0,119,119.7,10.17,9.3,0
no,38,66,200.1,17.01,9.5,0
no,0,114,117.9,10.02,10.2,2
no,40,95,228.7,19.44,7.4,4
yes,19,96,198.4,16.86,10.5,1
no,0,69,195.2,16.59,13.7,1
no,0,114,195.2,16.59,14.1,3
no,0,77,186.1,15.82,16.1,3
no,0,107,181.5,15.43,8.3,1
no,0,81,191.3,16.26,8.6,3
no,28,134,177.8,15.11,9.7,2
no,23,93,139.1,11.82,10.6,1
no,0,76,77.2,6.56,10.0,0
yes,0,63,118.4,10.06,11.0,2
no,0,95,201.4,17.12,8.6,1
no,0,108,190.2,16.17,11.0,1
no,0,100,221.1,18.79,8.3,2
no,36,68,246.1,20.92,8.7,1
no,0,110,254.1,21.6,13.0,2
no,0,103,228.8,19.45,10.7,0
no,0,130,194.0,16.49,9.0,1
no,0,127,283.0,24.06,10.3,2
no,0,110,118.2,10.05,7.9,1
no,0,109,233.4,19.84,8.8,1
no,27,141,210.6,17.9,7.8,3
yes,0,107,209.2,17.78,14.2,4
no,0,120,209.1,17.77,8.6,1
no,0,113,261.8,22.25,11.6,0
no,36,122,174.1,14.8,6.9,1
no,0,113,287.3,24.42,8.2,3
no,20,110,177.5,15.09,11.9,0
no,0,95,116.7,9.92,8.2,0
no,0,119,222.3,18.9,11.1,1
yes,0,116,219.4,18.65,12.1,0
no,0,61,242.0,20.57,10.6,1
no,0,82,198.0,16.83,9.0,1
no,29,84,182.1,15.48,11.0,2
no,0,110,241.4,20.52,10.8,0
no,0,104,194.0,16.49,7.2,2
no,0,75,162.8,13.84,7.7,4
no,0,86,187.5,15.94,11.6,2
no,0,82,179.1,15.22,5.0,3
no,0,91,233.9,19.88,9.0,1
no,0,106,283.5,24.1,10.5,3
no,0,86,230.9,19.63,5.8,3
no,0,67,109.7,9.32,11.5,0
yes,0,126,166.8,14.18,8.3,3
no,0,113,126.9,10.79,14.9,1
no,0,66,160.5,13.64,13.0,3
yes,0,90,216.4,18.39,9.6,0
yes,0,156,135.3,11.5,15.6,1
no,0,124,215.5,18.32,5.2,3
no,36,120,227.1,19.3,13.3,1
no,0,98,187.0,15.9,11.2,0
no,0,76,230.0,19.55,10.8,1
no,0,114,214.1,18.2,10.0,0
yes,0,70,231.7,19.69,9.8,4
no,0,79,163.5,13.9,10.1,1
no,0,61,168.7,14.34,6.6,0
no,0,117,261.1,22.19,10.8,2
no,0,75,183.3,15.58,10.0,2
no,0,98,192.8,16.39,10.6,0
no,0,95,234.8,19.96,11.7,3
no,28,110,218.9,18.61,12.1,1
no,0,112,218.0,18.53,12.7,3
no,26,94,196.4,16.69,12.9,3
no,0,123,212.1,18.03,10.2,3
no,0,102,161.4,13.72,13.4,0
no,37,104,144.8,12.31,11.1,3
yes,0,78,243.1,20.66,13.5,2
no,0,113,271.5,23.08,13.0,1
yes,0,97,204.3,17.37,11.3,1
no,0,79,218.0,18.53,11.5,1
no,0,92,148.9,12.66,16.8,2
no,0,110,146.0,12.41,10.7,2
yes,0,63,183.6,15.61,10.7,4
yes,0,109,286.2,24.33,7.5,3
no,0,135,138.9,11.81,6.1,0
no,0,90,205.8,17.49,12.8,0
no,0,68,170.2,14.47,10.2,1
yes,0,121,252.2,21.44,13.7,1
no,0,75,130.8,11.12,10.5,2
no,0,100,145.2,12.34,5.6,1
no,37,97,271.4,23.07,8.3,1
yes,0,88,244.5,20.78,11.2,2
no,41,71,243.3,20.68,10.5,2
no,0,85,219.8,18.68,8.3,1
no,37,112,319.4,27.15,7.9,2
no,0,106,163.5,13.9,13.1,0
no,34,85,144.0,12.24,7.0,1
no,34,103,220.1,18.71,11.4,0
no,46,77,203.4,17.29,10.4,1
no,0,112,82.7,7.03,10.7,1
no,0,115,130.4,11.08,11.2,3
yes,0,90,272.2,23.14,10.6,3
no,0,97,229.6,19.52,11.8,1
no,0,90,173.9,14.78,14.0,2
yes,0,96,171.7,14.59,13.9,1
no,0,91,157.7,13.4,13.2,2
yes,0,108,248.3,21.11,10.4,4
no,26,82,226.7,19.27,7.6,1
no,0,110,158.0,13.43,8.5,2
no,31,90,281.7,23.94,7.9,0
no,0,102,226.2,19.23,11.9,0
no,22,66,142.2,12.09,5.2,1
no,0,75,204.2,17.36,6.1,1
no,27,66,207.3,17.62,10.3,0
yes,0,105,195.4,16.61,9.0,3
no,0,109,126.2,10.73,6.4,0
yes,0,105,109.4,9.3,12.7,4
yes,0,156,263.0,22.36,11.3,3
no,33,103,216.9,18.44,15.5,1
no,0,119,161.7,13.74,9.4,3
no,0,114,75.5,6.42,11.1,3
no,0,132,158.9,13.51,8.6,2
no,0,118,185.2,15.74,8.1,3
no,0,71,168.3,14.31,6.6,2
no,0,79,186.9,15.89,12.1,0
no,0,92,306.4,26.04,12.9,0
yes,0,111,306.6,26.06,9.5,7
no,24,157,168.7,14.34,9.7,2
yes,0,68,143.8,12.22,8.9,1
no,10,91,183.1,15.56,12.9,1
no,0,108,285.9,24.3,12.8,1
no,0,75,122.9,10.45,9.2,0
no,0,103,140.3,11.93,13.9,1
no,0,81,195.7,16.63,11.7,1
no,0,114,163.7,13.91,9.3,7
no,0,117,175.4,14.91,13.4,0
no,0,61,237.3,20.17,13.4,3
no,0,101,266.7,22.67,9.0,3
no,0,93,237.9,20.22,11.4,1
no,0,99,167.0,14.2,13.2,1
no,0,82,242.4,20.6,10.3,2
no,0,111,134.4,11.42,5.7,1
yes,0,76,276.4,23.49,11.4,1
no,0,137,144.7,12.3,8.6,2
no,0,114,231.4,19.67,9.6,0
no,30,101,174.9,14.87,10.9,2
yes,0,96,136.6,11.61,13.5,1
yes,0,94,169.6,14.42,13.7,0
no,0,66,80.9,6.88,11.2,1
no,0,102,176.3,14.99,13.0,0
no,0,92,219.4,18.65,12.3,2
no,33,85,249.2,21.18,10.2,0
yes,0,107,179.4,15.25,16.6,2
no,45,102,206.4,17.54,9.4,0
no,0,88,197.0,16.75,8.6,3
no,0,64,177.1,15.05,10.3,1
no,37,58,221.9,18.86,12.3,1
no,0,106,191.1,16.24,9.4,3
no,0,123,233.3,19.83,15.2,2
no,38,103,184.4,15.67,7.2,3
no,0,123,276.8,23.53,9.0,0
no,0,98,196.1,16.67,8.0,2
no,17,94,79.5,6.76,8.7,1
no,0,90,148.1,12.59,8.4,2
no,0,82,176.1,14.97,12.0,1
no,0,70,206.9,17.59,13.8,1
no,0,109,114.2,9.71,7.1,0
no,0,63,225.0,19.13,9.2,3
yes,0,114,146.5,12.45,10.6,4
no,0,75,244.4,20.77,11.4,2
no,0,102,238.9,20.31,11.6,2
no,0,115,159.0,13.52,10.1,1
no,0,81,247.7,21.05,9.9,1
no,0,123,262.2,22.29,12.4,1
no,24,86,168.7,14.34,14.6,1
no,0,112,226.3,19.24,11.1,1
no,0,112,221.1,18.79,11.1,2
yes,0,136,151.0,12.84,7.3,4
no,38,125,174.8,14.86,12.4,4
no,0,95,212.6,18.07,7.9,3
yes,0,110,185.2,15.74,9.1,1
yes,0,96,170.9,14.53,0.0,3
no,0,92,205.8,17.49,9.8,1
no,0,126,143.6,12.21,12.1,1
no,0,120,172.4,14.65,11.0,3
no,0,83,47.3,4.02,11.4,0
yes,25,109,167.3,14.22,10.7,1
no,0,73,190.8,16.22,5.2,4
no,0,128,241.0,20.49,12.5,0
no,34,89,160.7,13.66,4.9,4
no,0,76,274.8,23.36,12.3,0
yes,0,100,193.4,16.44,12.3,4
no,39,105,168.8,14.35,13.0,1
no,32,75,97.5,8.29,10.7,2
yes,0,132,208.2,17.7,14.4,2
no,0,110,53.2,4.52,10.5,0
no,21,103,257.7,21.9,7.2,1
no,0,128,211.2,17.95,10.0,2
no,25,88,243.8,20.72,12.2,3
no,23,102,209.5,17.81,6.4,0
no,0,104,189.4,16.1,14.8,3
no,0,81,178.3,15.16,12.7,0
no,0,113,217.4,18.48,9.8,3
no,37,89,228.7,19.44,19.7,1
no,0,88,231.8,19.7,8.6,1
no,0,151,290.8,24.72,10.2,1
no,0,79,90.9,7.73,11.9,2
no,0,99,153.1,13.01,10.8,1
no,0,102,249.1,21.17,8.8,2
no,0,59,142.8,12.14,8.5,0
yes,24,120,159.8,13.58,12.6,4
no,0,97,132.0,11.22,9.2,4
yes,0,98,244.7,20.8,10.6,7
no,0,96,159.7,13.57,7.7,2
no,0,74,205.3,17.45,8.5,3
yes,0,97,262.0,22.27,13.6,0
no,0,85,119.2,10.13,8.7,1
no,0,111,206.4,17.54,5.8,3
no,39,75,244.8,20.81,13.2,2
no,0,129,183.9,15.63,4.6,0
no,34,92,204.2,17.36,12.7,5
no,0,108,232.8,19.79,8.9,0
no,0,112,271.8,23.1,15.6,2
no,0,65,207.0,17.6,8.3,1
no,35,123,199.2,16.93,8.9,2
no,26,99,134.5,11.43,13.0,2
no,33,99,170.9,14.53,11.2,2
no,0,113,237.3,20.17,12.9,4
no,0,86,107.6,9.15,7.5,1
no,0,105,164.0,13.94,9.9,1
no,0,137,160.2,13.62,10.1,2
no,0,146,220.0,18.7,7.2,2
no,31,106,267.9,22.77,9.7,1
no,0,113,151.7,12.89,12.6,3
no,0,82,170.9,14.53,9.8,2
yes,0,117,212.0,18.02,9.7,0
no,37,67,159.4,13.55,13.3,0
no,33,122,207.3,17.62,10.8,1
no,0,114,138.8,11.8,10.4,2
no,0,128,325.2,27.64,9.3,0
no,25,82,165.6,14.08,9.0,1
no,46,44,126.0,10.71,10.6,1
no,0,95,228.9,19.46,13.2,1
no,0,94,92.6,7.87,9.9,3
no,0,111,229.4,19.5,9.3,1
no,0,117,186.2,15.83,9.2,2
no,0,90,178.6,15.18,0.0,0
no,0,99,249.2,21.18,12.5,1
no,37,88,237.4,20.18,9.5,2
no,0,119,141.1,11.99,7.7,2
no,0,108,181.0,15.39,12.1,1
no,0,95,117.0,9.95,6.7,3
no,0,75,224.5,19.08,9.7,1
no,27,68,252.8,21.49,7.8,1
no,0,98,212.4,18.05,7.9,2
no,0,105,210.9,17.93,11.6,3
no,0,108,240.7,20.46,8.1,3
no,0,129,205.0,17.43,9.9,1
no,0,46,215.6,18.33,13.2,1
yes,0,107,249.4,21.2,9.0,2
no,0,100,147.6,12.55,10.7,1
no,0,135,318.7,27.09,11.5,3
no,0,140,124.0,10.54,12.8,0
no,0,91,191.0,16.24,11.6,1
no,0,87,225.3,19.15,10.4,2
no,39,90,122.5,10.41,7.0,0
no,0,82,200.8,17.07,14.4,0
no,0,105,121.5,10.33,16.0,1
no,35,100,209.7,17.82,12.4,1
yes,0,128,300.3,25.53,5.7,1
no,0,98,120.2,10.22,14.5,3
no,40,110,161.2,13.7,11.5,0
no,0,97,231.1,19.64,15.0,0
no,0,152,215.9,18.35,7.9,2
no,0,123,280.0,23.8,10.4,0
no,31,98,149.5,12.71,11.5,1
no,0,102,225.8,19.19,6.7,1
no,0,123,141.9,12.06,7.9,1
no,0,100,209.9,17.84,11.3,0
no,0,67,189.1,16.07,17.2,1
no,0,98,156.5,13.3,9.8,1
yes,0,90,236.8,20.13,12.5,1
yes,0,113,251.8,21.4,7.5,5
no,0,93,190.1,16.16,10.5,2
no,32,80,221.0,18.79,12.4,1
yes,0,94,226.0,19.21,7.2,1
no,37,117,171.4,14.57,10.9,3
no,0,63,250.4,21.28,9.6,1
no,37,95,155.5,13.22,10.4,3
no,0,118,86.8,7.38,10.7,1
no,0,88,109.2,9.28,16.6,2
no,0,86,168.1,14.29,7.8,0
no,0,81,200.0,17.0,15.8,1
no,0,119,216.9,18.44,5.8,3
yes,45,101,94.9,8.07,9.8,4
no,31,103,113.6,9.66,10.8,2
no,0,75,215.3,18.3,8.8,1
yes,0,102,268.3,22.81,11.6,1
no,0,95,231.6,19.69,13.1,1
no,40,112,239.9,20.39,11.6,1
no,0,109,165.5,14.07,9.1,1
no,0,82,193.3,16.43,11.2,1
no,0,97,172.6,14.67,10.1,1
yes,0,96,263.1,22.36,10.8,1
no,0,98,273.2,23.22,11.4,2
no,0,81,145.5,12.37,9.4,0
no,48,91,246.8,20.98,9.0,1
no,24,82,167.6,14.25,7.4,1
no,36,97,175.6,14.93,9.5,1
no,0,87,208.5,17.72,4.4,2
no,0,84,179.4,15.25,5.0,2
no,0,126,207.0,17.6,11.1,1
no,0,122,157.9,13.42,11.1,0
no,0,117,242.8,20.64,10.0,4
no,0,85,224.8,19.11,9.8,1
no,0,94,221.1,18.79,11.2,2
no,0,95,228.3,19.41,9.6,0
no,0,108,221.9,18.86,11.1,2
no,0,83,193.8,16.47,11.7,3
no,26,133,247.0,21.0,13.0,1
no,0,85,197.9,16.82,7.7,1
no,0,139,260.3,22.13,7.8,1
no,33,108,245.7,20.88,8.8,1
no,0,94,308.0,26.18,10.1,0
no,0,77,235.3,20.0,14.6,2
yes,31,67,147.1,12.5,12.3,6
no,0,90,214.2,18.21,10.5,4
no,0,93,163.8,13.92,14.1,1
no,0,86,188.8,16.05,8.5,2
no,0,92,211.7,17.99,9.8,0
no,0,99,203.9,17.33,7.6,3
no,0,64,216.2,18.38,10.9,1
no,0,71,344.9,29.32,12.1,3
no,0,91,165.0,14.03,9.0,2
no,0,91,239.6,20.37,11.5,2
no,0,98,137.1,11.65,11.3,2
no,29,94,129.9,11.04,10.0,0
no,0,92,172.8,14.69,9.3,2
no,0,94,236.1,20.07,7.2,4
no,0,129,191.6,16.29,11.4,3
no,0,60,132.0,11.22,12.3,2
no,30,94,154.7,13.15,9.5,1
no,31,108,156.9,13.34,12.0,1
no,0,79,212.7,18.08,8.3,1
no,0,88,274.1,23.3,8.6,0
no,0,114,201.1,17.09,11.6,3
no,0,82,148.2,12.6,13.3,1
no,0,75,191.3,16.26,11.6,2
no,33,84,163.9,13.93,11.5,3
yes,0,160,234.9,19.97,14.3,5
no,0,97,234.2,19.91,8.5,1
no,0,120,352.1,29.93,6.2,2
no,0,117,209.4,17.8,9.8,1
no,0,105,144.5,12.28,5.4,0
no,32,76,138.3,11.76,6.8,3
yes,0,92,214.3,18.22,13.2,4
no,0,94,295.6,25.13,14.3,0
no,0,124,173.0,14.71,9.8,0
no,0,88,147.1,12.5,9.7,2
yes,0,89,186.7,15.87,9.4,0
no,0,89,214.2,18.21,7.0,1
no,0,112,223.5,19.0,17.8,1
no,0,99,210.0,17.85,8.6,2
yes,0,96,225.2,19.14,11.1,1
no,0,88,115.8,9.84,11.0,1
no,19,96,217.2,18.46,11.4,1
no,0,95,198.7,16.89,10.0,1
no,0,52,256.3,21.79,11.9,3
no,0,77,193.4,16.44,12.2,2
no,0,108,205.5,17.47,14.1,2
no,0,80,123.2,10.47,9.6,2
no,24,92,160.9,13.68,8.9,3
no,0,90,198.0,16.83,8.0,2
no,43,102,225.3,19.15,7.1,2
no,32,101,165.4,14.06,8.0,1
no,28,124,248.9,21.16,14.7,1
yes,38,116,267.2,22.71,8.3,4
no,18,127,155.5,13.22,11.8,0
no,31,86,268.1,22.79,11.3,0
no,0,89,237.7,20.2,11.2,1
no,21,107,156.4,13.29,12.4,0
yes,0,74,239.8,20.38,13.4,1
no,24,102,170.1,14.46,14.0,1
yes,0,110,213.5,18.15,13.2,0
no,0,116,196.4,16.69,10.1,2
no,0,122,235.6,20.03,12.7,1
no,0,117,134.5,11.43,8.2,3
no,0,93,210.6,17.9,11.4,1
no,0,115,178.0,15.13,12.4,3
no,0,65,214.0,18.19,9.2,2
no,0,97,227.8,19.36,11.3,1
no,24,84,223.2,18.97,5.7,1
no,0,118,148.6,12.63,9.8,1
no,0,114,212.2,18.04,8.8,0
no,0,90,206.6,17.56,10.1,3
no,25,81,187.2,15.91,8.5,3
no,29,91,303.1,25.76,15.7,3
no,23,98,226.3,19.24,14.3,0
no,0,100,126.8,10.78,12.1,2
no,0,87,127.9,10.87,9.2,0
no,26,114,89.3,7.59,7.5,0
no,0,95,146.2,12.43,11.8,2
no,0,121,345.1,29.33,8.3,0
no,0,73,165.9,14.1,11.5,3
no,0,79,182.0,15.47,7.4,1
yes,0,104,110.7,9.41,15.3,2
no,45,115,283.7,24.11,12.8,1
no,0,104,182.9,15.55,8.6,0
no,0,99,144.7,12.3,9.1,0
yes,0,114,107.9,9.17,11.0,6
no,0,74,183.1,15.56,14.4,0
no,0,107,176.2,14.98,7.9,0
no,0,103,193.8,16.47,13.2,5
no,0,101,78.3,6.66,11.5,3
no,0,100,182.2,15.49,11.6,1
no,0,93,137.8,11.71,8.9,1
no,0,134,136.0,11.56,10.3,1
yes,0,113,236.1,20.07,10.9,1
yes,0,91,207.2,17.61,12.9,1
no,0,103,201.0,17.09,10.9,1
no,30,96,149.6,12.72,9.7,3
yes,0,72,271.2,23.05,13.4,2
no,0,83,193.7,16.46,9.4,5
no,0,103,200.4,17.03,7.4,2
no,15,99,188.3,16.01,8.0,0
no,0,101,202.5,17.21,9.2,1
no,0,107,174.0,14.79,11.2,2
no,33,91,288.7,24.54,8.1,0
yes,0,94,227.0,19.3,4.7,1
no,29,147,203.2,17.27,11.1,2
no,0,110,226.8,19.28,10.2,1
no,0,120,149.3,12.69,11.2,0
no,0,88,85.4,7.26,14.0,1
no,0,49,141.5,12.03,6.2,3
no,33,94,241.9,20.56,7.4,1
no,27,125,160.7,13.66,9.3,1
yes,0,73,179.8,15.28,6.4,1
no,26,91,198.3,16.86,9.5,2
no,0,92,215.0,18.28,11.3,1
no,30,87,229.8,19.53,12.4,2
no,0,84,199.9,16.99,12.1,3
no,24,76,253.3,21.53,15.1,1
no,0,91,308.9,26.26,13.7,2
no,0,73,205.2,17.44,11.1,2
no,0,110,180.8,15.37,5.6,1
no,0,110,195.7,16.63,10.4,2
no,37,81,187.6,15.95,11.6,2
no,0,86,195.2,16.59,12.7,2
no,0,67,261.1,22.19,10.8,6
no,18,112,230.0,19.55,8.5,0
no,0,103,218.4,18.56,9.6,2
no,0,122,212.2,18.04,8.3,1
yes,29,95,200.0,17.0,5.7,1
no,0,106,259.9,22.09,10.9,1
yes,0,94,184.5,15.68,5.5,1
no,0,110,202.1,17.18,14.4,2
no,0,117,272.0,23.12,10.1,3
no,0,94,209.0,17.77,8.3,2
no,0,88,178.4,15.16,12.6,0
yes,0,60,216.5,18.4,6.1,5
no,22,110,191.4,16.27,12.0,3
no,0,71,281.9,23.96,9.9,0
no,0,123,147.5,12.54,11.5,1
no,0,105,166.9,14.19,11.1,3
yes,0,76,145.2,12.34,12.0,6
no,0,111,237.2,20.16,9.3,1
no,0,96,190.3,16.18,8.6,2
no,27,85,101.3,8.61,11.9,2
no,24,146,266.2,22.63,11.5,3
no,0,109,274.5,23.33,8.1,0
no,20,126,250.1,21.26,10.6,4
no,24,107,226.8,19.28,11.0,4
no,17,107,212.5,18.06,12.9,4
no,0,93,168.0,14.28,11.4,2
no,32,85,240.5,20.44,7.7,2
no,0,117,211.1,17.94,9.7,1
no,0,80,130.9,11.13,8.4,1
no,0,123,185.9,15.8,10.7,1
no,48,125,224.6,19.09,6.9,1
no,0,138,232.2,19.74,8.3,1
no,0,105,192.8,16.39,7.6,4
no,0,105,238.3,20.26,9.6,0
no,0,94,195.2,16.59,7.6,2
no,52,114,133.2,11.32,7.9,0
no,32,134,179.6,15.27,10.2,3
no,25,92,214.7,18.25,10.1,1
no,0,103,97.3,8.27,9.4,3
no,0,100,168.9,14.36,3.4,1
no,0,89,189.8,16.13,6.3,1
yes,0,120,167.3,14.22,10.2,2
no,0,70,236.8,20.13,9.0,1
no,0,97,176.2,14.98,4.9,2
no,0,89,228.4,19.41,9.3,2
no,0,136,204.2,17.36,12.0,2
no,0,110,160.8,13.67,11.3,3
no,27,90,123.4,10.49,7.3,0
no,29,146,302.6,25.72,18.5,2
no,33,115,204.8,17.41,3.5,0
no,0,76,98.5,8.37,13.7,1
no,0,87,198.3,16.86,13.0,2
no,23,65,255.7,21.73,7.3,3
yes,0,87,215.5,18.32,11.6,1
no,0,113,146.6,12.46,11.8,3
yes,0,106,281.9,23.96,11.5,4
no,0,123,175.0,14.88,8.0,1
no,0,112,243.6,20.71,10.2,1
no,0,101,188.7,16.04,11.4,0
no,0,101,256.4,21.79,9.8,1
yes,0,110,253.3,21.53,10.2,3
no,38,96,75.5,6.42,7.5,1
no,0,58,201.9,17.16,8.6,1
no,0,91,215.7,18.33,10.9,1
no,0,110,157.2,13.36,6.5,0
no,0,98,197.2,16.76,8.1,1
no,0,94,256.3,21.79,10.4,2
no,0,76,161.4,13.72,10.0,4
no,0,89,196.0,16.66,10.8,0
no,0,76,153.2,13.02,12.8,3
no,0,71,249.4,21.2,12.9,3
no,0,121,228.5,19.42,14.8,0
no,0,119,238.5,20.27,10.9,2
no,0,60,129.7,11.02,13.3,2
no,30,75,200.4,17.03,6.6,2
no,0,64,161.8,13.75,14.8,0
no,0,104,264.7,22.5,7.4,0
no,0,58,137.1,11.65,9.8,1
no,0,140,294.6,25.04,12.0,2
no,0,105,184.5,15.68,11.8,2
no,26,120,134.6,11.44,13.3,1
no,21,67,166.7,14.17,11.0,2
no,0,117,225.3,19.15,6.7,4
no,0,87,208.9,17.76,5.2,2
no,0,116,164.3,13.97,7.6,0
no,0,113,251.8,21.4,7.3,3
yes,0,94,224.0,19.04,12.1,5
yes,25,90,257.0,21.85,12.9,4
no,0,130,208.4,17.71,11.9,0
no,0,116,104.8,8.91,8.2,1
yes,0,112,215.9,18.35,16.3,0
yes,48,83,234.3,19.92,7.8,6
no,38,84,288.2,24.5,14.8,2
no,0,112,257.2,21.86,11.4,1
no,0,77,235.5,20.02,11.1,0
no,0,113,283.2,24.07,6.8,1
no,0,75,205.1,17.43,12.5,1
no,0,93,235.0,19.98,9.9,1
no,0,110,142.4,12.1,8.5,2
no,19,96,332.3,28.25,7.5,1
no,39,69,189.1,16.07,4.8,2
yes,0,120,180.6,15.35,11.9,4
no,0,104,175.1,14.88,14.1,6
no,0,120,249.5,21.21,13.6,0
no,0,139,304.2,25.86,11.7,0
no,0,138,165.9,14.1,9.2,2
no,0,104,247.4,21.03,10.1,1
no,0,71,182.6,15.52,6.9,1
no,0,68,222.2,18.89,12.5,1
yes,0,119,230.8,19.62,12.2,1
no,20,98,200.8,17.07,9.6,1
no,0,77,294.4,25.02,13.4,1
no,38,102,180.3,15.33,10.3,1
no,0,105,215.0,18.28,11.0,1
yes,0,106,231.9,19.71,9.3,1
no,0,107,103.9,8.83,13.2,1
no,0,92,109.4,9.3,10.8,1
no,0,129,218.9,18.61,9.1,0
no,0,91,190.9,16.23,6.3,2
no,0,98,176.1,14.97,6.8,2
no,0,94,147.1,12.5,16.2,1
no,0,77,222.2,18.89,13.1,0
no,38,127,260.5,22.14,12.3,2
no,32,116,133.9,11.38,8.0,1
no,0,102,182.3,15.5,8.3,2
no,0,112,109.6,9.32,10.7,1
no,0,88,213.8,18.17,11.4,1
no,0,103,243.6,20.71,7.0,4
no,18,111,150.8,12.82,10.5,2
no,0,83,162.8,13.84,9.7,1
no,0,112,244.5,20.78,4.1,0
no,0,87,117.7,10.0,11.4,2
no,43,95,259.3,22.04,8.9,3
yes,0,105,177.5,15.09,9.2,3
no,18,74,220.0,18.7,12.0,1
no,39,104,163.1,13.86,10.8,1
no,0,133,205.3,17.45,12.2,2
no,27,76,177.5,15.09,5.9,2
no,0,100,179.8,15.28,11.5,1
yes,0,123,253.0,21.51,11.3,2
no,23,103,193.9,16.48,11.8,1
no,0,101,209.7,17.82,11.4,1
no,0,91,224.6,19.09,13.0,1
yes,0,76,225.8,19.19,4.8,3
no,0,119,199.8,16.98,11.7,3
no,0,130,234.6,19.94,12.9,2
no,0,85,173.4,14.74,9.1,1
no,0,94,192.8,16.39,12.4,3
no,0,127,103.0,8.76,12.7,2
no,0,107,178.0,15.13,6.2,1
no,0,63,187.0,15.9,10.9,1
no,0,74,167.9,14.27,16.4,0
no,0,80,126.1,10.72,12.0,1
no,0,94,218.1,18.54,7.8,3
no,0,87,285.2,24.24,5.8,2
no,0,89,251.6,21.39,5.4,3
no,24,97,199.7,16.97,12.1,1
no,0,108,263.2,22.37,13.4,2
no,0,68,195.8,16.64,11.5,2
no,12,56,241.6,20.54,13.2,3
no,0,80,205.4,17.46,12.0,2
no,0,97,178.2,15.15,9.2,2
no,0,115,141.5,12.03,4.5,2
yes,0,134,242.5,20.61,8.3,3
yes,0,143,245.7,20.88,7.4,2
no,24,103,280.5,23.84,10.4,2
no,0,104,88.6,7.53,12.5,1
no,0,85,239.6,20.37,8.9,1
no,31,126,224.3,19.07,13.8,1
no,0,88,235.8,20.04,14.6,3
no,0,126,184.7,15.7,10.6,1
no,0,77,156.3,13.29,7.3,1
no,0,101,204.8,17.41,13.3,1
no,0,107,82.0,6.97,6.6,0
no,0,80,220.1,18.71,10.4,1
no,0,116,156.2,13.28,5.0,0
no,0,98,161.9,13.76,11.2,2
no,0,86,162.8,13.84,9.3,1
no,0,99,190.5,16.19,9.3,0
